"PANTONE 8823 C","8823","#652b64"
"PANTONE 8824 C","8824","#693874"
"PANTONE 8825 C","8825","#6d4282"
"PANTONE 8840 C","8840","#8d4252"
"PANTONE 8841 C","8841","#8e3454"
"PANTONE 8842 C","8842","#92215a"
"PANTONE 8843 C","8843","#882163"
"PANTONE 8844 C","8844","#883171"
"PANTONE 8845 C","8845","#873c7c"
"PANTONE 8860 C","8860","#9e5051"
"PANTONE 8861 C","8861","#97424e"
"PANTONE 8862 C","8862","#9a374b"
"PANTONE 8863 C","8863","#9c2542"
"PANTONE 8864 C","8864","#973453"
"PANTONE 8865 C","8865","#934161"
"PANTONE 8880 C","8880","#9b5559"
"PANTONE 8881 C","8881","#a0475a"
"PANTONE 8882 C","8882","#a73c5f"
"PANTONE 8883 C","8883","#ae3d4e"
"PANTONE 8884 C","8884","#ac495e"
"PANTONE 8885 C","8885","#a64f65"
"PANTONE 8900 C","8900","#a85c42"
"PANTONE 8901 C","8901","#ba5b49"
"PANTONE 8902 C","8902","#bc5d5c"
"PANTONE 8903 C","8903","#bf4f51"
"PANTONE 8904 C","8904","#bb5960"
"PANTONE 8905 C","8905","#b5606b"
"PANTONE 8920 C","8920","#a3674f"
"PANTONE 8921 C","8921","#b65a33"
"PANTONE 8922 C","8922","#ba5417"
"PANTONE 8923 C","8923","#bb4e22"
"PANTONE 8924 C","8924","#b65837"
"PANTONE 8925 C","8925","#b05c42"
"PANTONE 8940 C","8940","#a36936"
"PANTONE 8941 C","8941","#ae672d"
"PANTONE 8942 C","8942","#b15d1b"
"PANTONE 8943 C","8943","#c46210"
"PANTONE 8944 C","8944","#be6628"
"PANTONE 8945 C","8945","#ba6933"
"PANTONE 8960 C","8960","#986f33"
"PANTONE 8961 C","8961","#a46928"
"PANTONE 8962 C","8962","#b67300"
"PANTONE 8963 C","8963","#c26e0d"
"PANTONE 8964 C","8964","#ac6625"
"PANTONE 8965 C","8965","#a46a33"
